1220,1220,15
1220,1063,4
1220,1580,8
1220,1459,1
1220,594,5
1220,352,10
1220,1854,6
1220,751,10
1220,510,9
1220,479,3
1220,997,8
1220,757,9
1220,10,3
1220,16,7
1220,1593,1
1220,480,5
1220,483,1
1220,1228,10
1220,1,9
1220,1105,1
1220,1468,8
1220,520,3
1220,1102,5
1220,1860,3
1220,248,5
1220,128,8
1220,768,4
1220,1116,10
1220,1633,10
1220,1874,8
1220,1115,5
1220,1112,8
1220,1871,9
1220,1199,3
1220,414,7
1220,416,1
1220,1917,5
1220,1516,1
1220,1374,9
1220,383,7
1220,386,3
1220,421,10
1220,1884,7
1220,1400,2
1220,1642,5
1220,665,3
1220,669,9
1220,549,4
1220,947,2
1220,1648,9
1220,1143,2
1220,391,1
1220,150,5
1220,397,9
1220,1017,8
1220,311,5
1220,675,3
1220,1015,10
1220,555,1
1220,798,8
1220,1254,6
1220,679,2
1220,714,4
1220,959,1
1220,54,3
1220,1416,5
1220,1791,6
1220,1789,6
1220,166,4
1220,685,9
1220,1940,3
1220,966,5
1220,725,10
1220,849,4
1220,1944,8
1220,1561,6
1220,1164,5
1220,2011,10
1220,690,3
1220,1679,1
1220,1039,7
1220,332,7
1220,1951,3
1220,455,5
1220,1552,1
1220,337,8
1220,1793,7
1220,975,8
1220,217,6
1220,855,4
1220,218,4
1220,79,7
1220,1054,9
1220,1172,9
1220,861,7
1220,1961,4
1220,2014,8
1220,2013,1
1220,107,2
1220,1968,10
1462,1462,6
1462,472,1
1462,2029,9
1462,1578,6
1462,1731,9
1462,1214,4
1462,995,10
1462,1212,8
1462,754,10
1462,633,9
1462,516,4
1462,638,3
1462,99,3
1462,242,3
1462,1742,1
1462,642,3
1462,248,4
1462,1189,10
1462,526,1
1462,1901,6
1462,1505,4
1462,890,10
1462,1876,6
1462,1358,4
1462,894,8
1462,1631,6
1462,774,7
1462,1114,1
1462,534,8
1462,1199,3
1462,414,6
1462,899,7
1462,419,5
1462,1516,9
1462,262,7
1462,385,1
1462,1007,2
1462,301,10
1462,940,1
1462,1003,4
1462,1089,2
1462,307,4
1462,824,8
1462,428,5
1462,704,9
1462,40,1
1462,46,9
1462,390,1
1462,1140,1
1462,1261,3
1462,1898,8
1462,672,8
1462,1413,6
1462,433,8
1462,1773,5
1462,797,9
1462,798,5
1462,1818,3
1462,1416,8
1462,57,6
1462,1792,1
1462,1151,1
1462,1701,3
1462,841,1
1462,964,2
1462,847,1
1462,1946,10
1462,63,7
1462,1162,5
1462,1283,5
1462,1282,1
1462,572,8
1462,1558,9
1462,1437,1
1462,210,6
1462,213,3
1462,334,2
