1220,1220,15
1220,1461,8
1220,1063,2
1220,1182,7
1220,197,7
1220,473,4
1220,231,10
1220,990,10
1220,1612,4
1220,1458,5
1220,474,10
1220,1853,9
1220,234,3
1220,1852,9
1220,476,2
1220,1576,6
1220,632,9
1220,357,4
1220,117,6
1220,1331,9
1220,911,9
1220,1979,3
1220,1219,4
1220,917,6
1220,14,3
1220,1198,1
1220,1073,1
1220,480,5
1220,1191,4
1220,122,9
1220,364,6
1220,243,2
1220,1227,6
1220,1105,5
1220,487,8
1220,762,4
1220,1862,9
1220,1345,2
1220,1224,7
1220,643,8
1220,1586,5
1220,368,10
1220,248,7
1220,402,2
1220,644,6
1220,1860,1
1220,523,10
1220,1463,7
1220,403,2
1220,9,4
1220,889,1
1220,526,8
1220,923,9
1220,406,8
1220,1507,5
1220,1989,10
1220,1747,10
1220,928,8
1220,929,2
1220,808,5
1220,490,10
1220,1360,2
1220,890,8
1220,1877,1
1220,892,5
1220,1513,4
1220,133,10
1220,376,9
1220,1479,2
1220,1512,5
1220,1478,2
1220,1631,10
1220,1079,3
1220,1232,7
1220,932,8
1220,933,3
1220,813,10
1220,418,3
1220,1759,3
1220,1638,3
1220,938,3
1220,1879,3
1220,817,6
1220,261,1
1220,385,5
1220,1886,3
1220,1126,6
1220,421,10
1220,1520,1
1220,1124,4
1220,424,3
1220,149,5
1220,545,10
1220,1486,9
1220,820,1
1220,425,7
1220,1806,9
1220,705,6
1220,1529,7
1220,948,7
1220,1769,8
1220,949,4
1220,1801,4
1220,1142,3
1220,1140,10
1220,1811,6
1220,1536,5
1220,793,10
1220,1810,6
1220,1777,8
1220,674,4
1220,159,5
1220,952,10
1220,1818,10
1220,1658,1
1220,1671,6
1220,1792,1
1220,1153,2
1220,1790,5
1220,160,2
1220,1030,9
1220,560,4
1220,1425,4
1220,287,1
1220,1545,4
1220,1666,10
1220,446,6
1220,1024,9
1220,567,5
1220,204,1
1220,1661,7
1220,327,6
1220,1946,5
1220,1825,4
